Suburb,Address,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseID,DaySold,MonthSold,YearSold,Schools nearby
Armadale,8/19 Mercer Rd,2,u,599000.0,S,Jellis,6.3,3143.0,2.0,1.0,1.0,0.0,76.0,1964.0,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan,4836.0,366,3,9,2016,3
Armadale,14/71 Denbigh Rd,3,u,995000.0,S,Marshall,6.3,3143.0,3.0,2.0,2.0,0.0,100.0,1998.0,Stonnington City Council,-37.8552,145.016,Southern Metropolitan,4836.0,368,3,12,2016,3
Armadale,4/769 High St,3,t,1205000.0,S,Jellis,6.3,3143.0,3.0,2.0,2.0,101.0,105.0,2000.0,Stonnington City Council,-37.854,145.0135,Southern Metropolitan,4836.0,369,3,12,2016,3
Armadale,7 Llaneast St,3,h,1939000.0,S,Jellis,6.3,3143.0,3.0,2.0,2.0,296.0,150.0,1889.0,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan,4836.0,372,3,12,2016,3
Armadale,28 Cambridge St,3,h,1870000.0,S,Hodges,6.3,3143.0,3.0,1.0,1.0,217.0,116.0,1888.0,Stonnington City Council,-37.8592,145.0182,Southern Metropolitan,4836.0,376,4,3,2017,3
Armadale,3/20 Mercer Rd,3,t,1918000.0,SP,Jellis,6.3,3143.0,3.0,2.0,2.0,0.0,165.0,1995.0,Stonnington City Council,-37.8537,145.0267,Southern Metropolitan,4836.0,381,4,3,2017,3
Armadale,12 Willis St,3,h,2050000.0,S,Marshall,6.3,3143.0,3.0,2.0,1.0,205.0,116.0,1910.0,Stonnington City Council,-37.8574,145.0281,Southern Metropolitan,4836.0,384,4,3,2017,3
Armadale,9/19 Mercer Rd,3,u,735000.0,PI,Marshall,6.3,3143.0,3.0,2.0,1.0,2113.0,14.0,1970.0,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan,4836.0,393,7,5,2016,3
Armadale,10 William St,1,h,1435000.0,SP,Jellis,6.3,3143.0,2.0,2.0,1.0,144.0,107.0,1900.0,Stonnington City Council,-37.8564,145.0228,Southern Metropolitan,4836.0,401,8,10,2016,3
Armadale,15/405 Dandenong Rd,1,u,280000.0,PI,hockingstuart,6.3,3143.0,1.0,1.0,1.0,0.0,38.0,1975.0,Stonnington City Council,-37.8619,145.0185,Southern Metropolitan,4836.0,403,10,9,2016,3
Armadale,8/58 Sutherland Rd,2,u,592500.0,S,hockingstuart,6.3,3143.0,2.0,1.0,1.0,0.0,73.0,1970.0,Stonnington City Council,-37.8574,145.0174,Southern Metropolitan,4836.0,408,10,12,2016,3
Armadale,40 New St,2,h,1210000.0,S,Marshall,6.3,3143.0,2.0,1.0,0.0,249.0,96.0,1910.0,Stonnington City Council,-37.8543,145.016,Southern Metropolitan,4836.0,410,12,11,2016,3
Armadale,35 Northcote Rd,4,h,2801000.0,S,Marshall,6.3,3143.0,4.0,2.0,2.0,624.0,222.0,1900.0,Stonnington City Council,-37.8536,145.0173,Southern Metropolitan,4836.0,411,12,11,2016,3
Armadale,791 High St,3,h,1800000.0,PI,RT,6.3,3143.0,3.0,2.0,2.0,405.0,121.0,1910.0,Stonnington City Council,-37.8545,145.0145,Southern Metropolitan,4836.0,417,15,10,2016,3
Armadale,25 Llaneast St,4,h,2200000.0,PI,Jellis,6.3,3143.0,4.0,1.0,2.0,495.0,163.0,1900.0,Stonnington City Council,-37.8613,145.0264,Southern Metropolitan,4836.0,419,15,10,2016,3
Armadale,367 Dandenong Rd,6,h,5525000.0,S,Marshall,6.3,3143.0,5.0,3.0,4.0,1491.0,516.0,1935.0,Stonnington City Council,-37.8602,145.013,Southern Metropolitan,4836.0,427,17,9,2016,3
Armadale,10/581 Orrong Rd,1,u,440000.0,SP,Jellis,6.3,3143.0,1.0,1.0,1.0,0.0,53.0,1970.0,Stonnington City Council,-37.8531,145.0115,Southern Metropolitan,4836.0,433,18,3,2017,3
Armadale,14 New St,3,h,1300000.0,VB,Jellis,6.3,3143.0,2.0,1.0,2.0,212.0,106.0,1900.0,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan,4836.0,439,18,6,2016,3
Armadale,6/51 Armadale St,2,u,704000.0,SP,Greg,6.3,3143.0,2.0,1.0,1.0,0.0,74.0,1969.0,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,4836.0,442,19,11,2016,3
Armadale,12/41 Kooyong Rd,2,u,620000.0,VB,Marshall,6.3,3143.0,3.0,1.0,1.0,0.0,98.0,1970.0,Stonnington City Council,-37.8596,145.0198,Southern Metropolitan,4836.0,445,19,11,2016,3
Armadale,63 Denbigh Rd,3,h,1900000.0,S,Marshall,6.3,3143.0,3.0,1.0,2.0,328.0,108.0,1900.0,Stonnington City Council,-37.8559,145.0158,Southern Metropolitan,4836.0,446,22,5,2016,3
Armadale,10/51 Armadale St,2,u,710000.0,S,Jellis,6.3,3143.0,2.0,1.0,1.0,2471.0,80.0,1970.0,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,4836.0,454,25,2,2017,3
Armadale,1/14 Denbigh Rd,2,u,598000.0,S,hockingstuart,6.3,3143.0,2.0,1.0,1.0,0.0,88.0,1970.0,Stonnington City Council,-37.8593,145.0156,Southern Metropolitan,4836.0,456,25,2,2017,3
Armadale,75 Sutherland Rd,3,h,1285000.0,S,Marshall,6.3,3143.0,3.0,1.0,2.0,186.0,80.0,1920.0,Stonnington City Council,-37.8554,145.0173,Southern Metropolitan,4836.0,458,25,2,2017,3
Armadale,1/403 Dandenong Rd,2,u,520000.0,S,hockingstuart,6.3,3143.0,1.0,1.0,1.0,0.0,76.0,1970.0,Stonnington City Council,-37.8618,145.0183,Southern Metropolitan,4836.0,462,27,6,2016,3
Armadale,44 Denbigh Rd,4,h,3625000.0,S,Jellis,6.3,3143.0,4.0,1.0,2.0,709.0,251.0,1900.0,Stonnington City Council,-37.8574,145.016,Southern Metropolitan,4836.0,466,27,11,2016,3
Armadale,44 Hampden Rd,4,h,4200000.0,VB,Kay,6.3,3143.0,4.0,3.0,3.0,563.0,333.0,2000.0,Stonnington City Council,-37.8582,145.0138,Southern Metropolitan,4836.0,467,27,11,2016,3
Armadale,3/769 High St,3,t,1101000.0,S,Jellis,6.3,3143.0,3.0,1.0,2.0,103.0,3.0,2000.0,Stonnington City Council,-37.8542,145.0135,Southern Metropolitan,4836.0,468,27,11,2016,3
Armadale,4 Mercer Rd,3,h,3512500.0,S,Marshall,6.3,3143.0,3.0,2.0,2.0,617.0,285.0,1998.0,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan,4836.0,469,27,11,2016,3
Armadale,1/31 Mercer Rd,3,u,869000.0,S,Jellis,6.3,3143.0,2.0,1.0,1.0,0.0,91.0,1940.0,Stonnington City Council,-37.853,145.0264,Southern Metropolitan,4836.0,474,28,5,2016,3
Armadale,5/555 Orrong Rd,1,u,567000.0,S,hockingstuart,6.3,3143.0,1.0,1.0,1.0,0.0,53.0,2013.0,Stonnington City Council,-37.8549,145.0113,Southern Metropolitan,4836.0,481,28,8,2016,3
Ascot Vale,30 Rothwell St,3,h,940000.0,S,Nelson,5.9,3032.0,3.0,1.0,2.0,298.0,108.0,1920.0,Moonee Valley City Council,-37.7777,144.9195,Western Metropolitan,6567.0,487,3,12,2016,7
Ascot Vale,9/5 Rothwell St,2,u,467000.0,SP,Brad,5.9,3032.0,2.0,1.0,1.0,0.0,62.0,1980.0,Moonee Valley City Council,-37.7761,144.9201,Western Metropolitan,6567.0,488,3,12,2016,7
Ascot Vale,7 Francis St,3,h,1380000.0,SP,Nelson,5.9,3032.0,3.0,2.0,2.0,277.0,174.0,1910.0,Moonee Valley City Council,-37.7777,144.9221,Western Metropolitan,6567.0,491,4,3,2017,7
Ascot Vale,2/21 Harold St,2,u,490000.0,VB,Jellis,5.9,3032.0,2.0,1.0,1.0,423.0,62.0,1970.0,Moonee Valley City Council,-37.7736,144.9015,Western Metropolitan,6567.0,492,4,3,2017,7
Ascot Vale,44 The Parade,4,h,1850000.0,S,Brad,5.9,3032.0,4.0,3.0,1.0,478.0,270.0,1900.0,Moonee Valley City Council,-37.7729,144.9179,Western Metropolitan,6567.0,493,4,3,2017,7
Ascot Vale,98 Epsom Rd,3,h,971000.0,SP,Nelson,5.9,3032.0,3.0,2.0,2.0,285.0,128.0,1900.0,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan,6567.0,495,4,6,2016,7
Ascot Vale,8 Geddes St,2,h,710000.0,PI,Nelson,5.9,3032.0,2.0,1.0,1.0,214.0,77.0,1890.0,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan,6567.0,496,4,6,2016,7
Ascot Vale,75 Maribyrnong Rd,6,h,2425000.0,PI,Brad,5.9,3032.0,6.0,3.0,2.0,1014.0,435.0,1887.0,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan,6567.0,497,4,6,2016,7
Ascot Vale,119 Roseberry St,2,h,750000.0,SP,Maddison,5.9,3032.0,2.0,1.0,1.0,226.0,92.0,1920.0,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan,6567.0,498,4,6,2016,7
Ascot Vale,10 Fenton St,2,h,1053000.0,S,Nelson,5.9,3032.0,2.0,1.0,1.0,269.0,109.0,1900.0,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan,6567.0,500,6,8,2016,7
Ascot Vale,10 McCully St,3,h,1377000.0,S,Nelson,5.9,3032.0,3.0,1.0,1.0,417.0,168.0,1900.0,Moonee Valley City Council,-37.7756,144.9208,Western Metropolitan,6567.0,501,6,8,2016,7
Ascot Vale,120 Epsom Rd,3,h,970000.0,S,Brad,5.9,3032.0,3.0,1.0,2.0,350.0,125.0,1904.0,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan,6567.0,502,7,5,2016,7
Ascot Vale,63 Kent St,2,h,751000.0,PI,Nelson,5.9,3032.0,2.0,1.0,1.0,118.0,79.0,1890.0,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan,6567.0,504,7,5,2016,7
Ascot Vale,4 The Parade,2,h,950000.0,SP,Raine,5.9,3032.0,2.0,1.0,1.0,173.0,102.0,1900.0,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan,6567.0,505,7,5,2016,7
Ascot Vale,1/17 Epsom Rd,2,u,685000.0,S,Brad,5.9,3032.0,2.0,1.0,2.0,228.0,90.0,1995.0,Moonee Valley City Council,-37.7718,144.9066,Western Metropolitan,6567.0,507,7,11,2016,7
Ascot Vale,41 Monash St,3,h,1230000.0,S,Nelson,5.9,3032.0,4.0,1.0,2.0,594.0,148.0,1960.0,Moonee Valley City Council,-37.7819,144.9064,Western Metropolitan,6567.0,509,8,10,2016,7
Ascot Vale,51 Francis St,2,h,770000.0,PI,Nelson,5.9,3032.0,2.0,1.0,1.0,226.0,87.0,1900.0,Moonee Valley City Council,-37.7774,144.9186,Western Metropolitan,6567.0,513,10,9,2016,7
Ascot Vale,12 Mirams St,4,h,890000.0,SP,Raine,5.9,3032.0,4.0,1.0,1.0,300.0,185.0,1890.0,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan,6567.0,516,10,12,2016,7
Ascot Vale,78 The Parade,3,h,1440000.0,S,Nelson,5.9,3032.0,3.0,1.0,1.0,487.0,131.0,1900.0,Moonee Valley City Council,-37.7725,144.9146,Western Metropolitan,6567.0,520,11,2,2017,7
Ascot Vale,26 Newsom St,3,h,1000000.0,PI,Brad,5.9,3032.0,3.0,2.0,2.0,440.0,120.0,1955.0,Moonee Valley City Council,-37.7746,144.9031,Western Metropolitan,6567.0,526,12,11,2016,7
Ascot Vale,8 Pentland St,3,h,1435000.0,S,Nelson,5.9,3032.0,3.0,2.0,2.0,532.0,147.0,1950.0,Moonee Valley City Council,-37.7737,144.904,Western Metropolitan,6567.0,527,12,11,2016,7
Ascot Vale,8/129 The Parade,1,u,390000.0,S,Alexkarbon,5.9,3032.0,1.0,1.0,1.0,0.0,58.0,1972.0,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan,6567.0,528,12,11,2016,7
Ascot Vale,52 Monash St,3,h,1425000.0,PI,Jellis,5.9,3032.0,3.0,2.0,2.0,495.0,139.0,1920.0,Moonee Valley City Council,-37.7821,144.9055,Western Metropolitan,6567.0,529,13,8,2016,7
Ascot Vale,58 Fenton St,4,h,1340000.0,S,Nelson,5.9,3032.0,3.0,2.0,2.0,683.0,232.0,1978.0,Moonee Valley City Council,-37.775,144.932,Western Metropolitan,6567.0,531,14,5,2016,7
Ascot Vale,70 Munro St,3,h,955000.0,S,Brad,5.9,3032.0,3.0,1.0,1.0,263.0,117.0,1910.0,Moonee Valley City Council,-37.7753,144.9116,Western Metropolitan,6567.0,532,14,5,2016,7
Ascot Vale,125 Epsom Rd,4,h,1100000.0,VB,Nelson,5.9,3032.0,4.0,2.0,5.0,559.0,195.0,1920.0,Moonee Valley City Council,-37.7791,144.9136,Western Metropolitan,6567.0,534,15,10,2016,7
Ascot Vale,3/28 Ormond Rd,2,u,432000.0,S,Biggin,5.9,3032.0,2.0,1.0,1.0,0.0,62.0,1978.0,Moonee Valley City Council,-37.773,144.9303,Western Metropolitan,6567.0,537,15,10,2016,7
Ascot Vale,7 Angler Pde,4,h,1640000.0,S,Raine,5.9,3032.0,4.0,3.0,2.0,562.0,204.0,1890.0,Moonee Valley City Council,-37.782,144.903,Western Metropolitan,6567.0,538,16,4,2016,7
Ascot Vale,26 Ayr St,6,h,1430000.0,S,Nelson,5.9,3032.0,4.0,2.0,1.0,461.0,286.0,1900.0,Moonee Valley City Council,-37.78,144.9295,Western Metropolitan,6567.0,539,16,4,2016,7
Ascot Vale,2/127 Epsom Rd,2,u,610000.0,SP,Brad,5.9,3032.0,2.0,1.0,1.0,301.0,104.0,1995.0,Moonee Valley City Council,-37.7791,144.914,Western Metropolitan,6567.0,540,16,4,2016,7
Ascot Vale,57 The Parade,3,h,940000.0,S,Nelson,5.9,3032.0,3.0,3.0,1.0,491.0,127.0,1950.0,Moonee Valley City Council,-37.7727,144.9136,Western Metropolitan,6567.0,541,16,4,2016,7
Ascot Vale,62 Mirams St,3,h,890000.0,SP,Brad,5.9,3032.0,3.0,1.0,1.0,242.0,110.0,1920.0,Moonee Valley City Council,-37.7765,144.9114,Western Metropolitan,6567.0,542,16,7,2016,7
Ascot Vale,67 Hurtle St,3,h,1180000.0,SP,Brad,5.9,3032.0,3.0,2.0,2.0,617.0,149.0,1930.0,Moonee Valley City Council,-37.7742,144.906,Western Metropolitan,6567.0,544,17,9,2016,7
Ascot Vale,95 Walter St,4,h,1480000.0,S,Raine,5.9,3032.0,4.0,2.0,2.0,597.0,180.0,1939.0,Moonee Valley City Council,-37.7757,144.9088,Western Metropolitan,6567.0,545,17,9,2016,7
Ascot Vale,3/8 Walter St,2,t,865000.0,SP,Nelson,5.9,3032.0,2.0,2.0,1.0,146.0,132.0,2015.0,Moonee Valley City Council,-37.7713,144.9038,Western Metropolitan,6567.0,549,18,3,2017,7
Ascot Vale,12/9 Milton St,2,u,442000.0,S,Alexkarbon,5.9,3032.0,2.0,1.0,1.0,0.0,62.0,1975.0,Moonee Valley City Council,-37.7733,144.9219,Western Metropolitan,6567.0,551,18,6,2016,7
Ascot Vale,21A Geddes St,3,h,1037500.0,S,Alexkarbon,5.9,3032.0,3.0,1.0,2.0,506.0,110.0,1920.0,Moonee Valley City Council,-37.7779,144.9133,Western Metropolitan,6567.0,553,19,11,2016,7
Ascot Vale,1/20 Newsom St,3,t,1050000.0,S,Jellis,5.9,3032.0,3.0,2.0,2.0,318.0,160.0,2013.0,Moonee Valley City Council,-37.7744,144.9035,Western Metropolitan,6567.0,554,19,11,2016,7
Ascot Vale,4/27 Roseberry St,2,u,440000.0,S,McDonald,5.9,3032.0,2.0,1.0,1.0,0.0,65.0,1970.0,Moonee Valley City Council,-37.7749,144.9137,Western Metropolitan,6567.0,556,19,11,2016,7
Ascot Vale,43 Bloomfield Rd,4,h,1430000.0,S,Nelson,5.9,3032.0,4.0,2.0,0.0,418.0,158.0,1900.0,Moonee Valley City Council,-37.7766,144.9187,Western Metropolitan,6567.0,558,22,5,2016,7
Ascot Vale,21 Middle St,3,h,1130000.0,S,Nelson,5.9,3032.0,3.0,2.0,1.0,272.0,157.0,1900.0,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan,6567.0,565,23,4,2016,7
Ascot Vale,78 Francis St,3,h,1135000.0,S,Brad,5.9,3032.0,3.0,1.0,1.0,296.0,104.0,1910.0,Moonee Valley City Council,-37.777,144.9176,Western Metropolitan,6567.0,566,24,9,2016,7
Ascot Vale,25 Geddes St,4,h,950000.0,PI,Nelson,5.9,3032.0,4.0,2.0,1.0,298.0,147.0,1920.0,Moonee Valley City Council,-37.7778,144.9131,Western Metropolitan,6567.0,567,24,9,2016,7
Ascot Vale,18/54 Epsom Rd,2,u,390000.0,PI,Jellis,5.9,3032.0,2.0,1.0,1.0,1957.0,69.0,2012.0,Moonee Valley City Council,-37.7731,144.9074,Western Metropolitan,6567.0,570,25,2,2017,7
Ascot Vale,15 Mirams St,4,h,1345000.0,S,Jellis,5.9,3032.0,4.0,1.0,1.0,552.0,155.0,1920.0,Moonee Valley City Council,-37.7769,144.9138,Western Metropolitan,6567.0,571,25,2,2017,7
Ascot Vale,44 Walter St,3,h,1381500.0,S,Barry,5.9,3032.0,3.0,2.0,2.0,416.0,168.0,1900.0,Moonee Valley City Council,-37.7727,144.9055,Western Metropolitan,6567.0,573,25,2,2017,7
Ascot Vale,25 Dalgety Dr,3,h,940000.0,S,Jellis,5.9,3032.0,3.0,2.0,2.0,285.0,172.0,2011.0,Moonee Valley City Council,-37.7778,144.9061,Western Metropolitan,6567.0,574,26,7,2016,7
Ascot Vale,7 Dalgety Dr,3,h,995000.0,S,Nelson,5.9,3032.0,3.0,2.0,1.0,314.0,177.0,2010.0,Moonee Valley City Council,-37.7778,144.9042,Western Metropolitan,6567.0,575,26,7,2016,7
Ascot Vale,6 Waller Ct,3,h,786000.0,S,Brad,5.9,3032.0,3.0,2.0,1.0,576.0,120.0,1940.0,Moonee Valley City Council,-37.7816,144.9217,Western Metropolitan,6567.0,577,26,7,2016,7
Ascot Vale,17 Ascot St,2,h,705000.0,PI,Nelson,5.9,3032.0,2.0,1.0,3.0,252.0,108.0,1910.0,Moonee Valley City Council,-37.7825,144.9206,Western Metropolitan,6567.0,578,27,6,2016,7
Ascot Vale,73 Kent St,2,h,760000.0,PI,Nelson,5.9,3032.0,2.0,1.0,1.0,124.0,77.0,1900.0,Moonee Valley City Council,-37.7807,144.9285,Western Metropolitan,6567.0,580,27,6,2016,7
Ascot Vale,1 East St,3,t,1000000.0,S,Nelson,5.9,3032.0,3.0,2.0,2.0,200.0,144.0,2003.0,Moonee Valley City Council,-37.7766,144.9277,Western Metropolitan,6567.0,583,27,11,2016,7
Ascot Vale,1 Bloomfield Rd,3,h,1305000.0,S,Barry,5.9,3032.0,2.0,1.0,1.0,278.0,166.0,1900.0,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan,6567.0,588,28,5,2016,7
Ascot Vale,58 Bloomfield Rd,3,h,1215000.0,S,Stockdale,5.9,3032.0,3.0,1.0,1.0,452.0,175.0,1960.0,Moonee Valley City Council,-37.7762,144.9174,Western Metropolitan,6567.0,591,28,8,2016,7
Ascot Vale,1/91 Epsom Rd,2,u,545000.0,S,Nelson,5.9,3032.0,2.0,1.0,2.0,194.0,71.0,1900.0,Moonee Valley City Council,-37.7772,144.9118,Western Metropolitan,6567.0,592,28,8,2016,7
Ascot Vale,5 Doncaster St,4,h,1705000.0,S,Jellis,5.9,3032.0,4.0,2.0,4.0,598.0,273.0,2012.0,Moonee Valley City Council,-37.7774,144.9104,Western Metropolitan,6567.0,595,30,7,2016,7
Ashburton,61 Dent St,4,h,2650000.0,S,Marshall,11.0,3147.0,4.0,3.0,2.0,753.0,399.0,2015.0,Boroondara City Council,-37.8669,145.0767,Southern Metropolitan,3052.0,598,3,9,2016,7
Ashburton,69 Albion Rd,3,h,1670000.0,S,Jellis,11.0,3147.0,3.0,2.0,2.0,599.0,220.0,1930.0,Boroondara City Council,-37.8673,145.0688,Southern Metropolitan,3052.0,600,3,12,2016,7
Ashburton,3/39 Solway St,3,t,2050000.0,S,Fletchers,11.0,3147.0,3.0,3.0,4.0,310.0,315.0,2014.0,Boroondara City Council,-37.874,145.0714,Southern Metropolitan,3052.0,602,3,12,2016,7
Ashburton,3 Dunlop St,3,h,1555000.0,S,Jellis,11.0,3147.0,3.0,2.0,2.0,731.0,149.0,1935.0,Boroondara City Council,-37.8666,145.0676,Southern Metropolitan,3052.0,608,4,6,2016,7
Ashburton,16a Nicholas St,3,h,1100000.0,PI,Marshall,11.0,3147.0,3.0,3.0,2.0,276.0,178.0,2004.0,Boroondara City Council,-37.8699,145.0778,Southern Metropolitan,3052.0,615,8,10,2016,7
Ashburton,5 Nicholas St,3,h,1337000.0,S,Buxton,11.0,3147.0,3.0,1.0,2.0,583.0,112.0,1950.0,Boroondara City Council,-37.8685,145.0786,Southern Metropolitan,3052.0,616,8,10,2016,7
Ashburton,115 Ashburn Gr,8,h,2950000.0,S,hockingstuart,11.0,3147.0,9.0,7.0,4.0,1472.0,618.0,2009.0,Boroondara City Council,-37.8729,145.0788,Southern Metropolitan,3052.0,617,10,9,2016,7
Ashburton,1/1 Nairn St,3,h,1518000.0,S,Jellis,11.0,3147.0,3.0,2.0,2.0,516.0,145.0,1920.0,Boroondara City Council,-37.8675,145.0668,Southern Metropolitan,3052.0,620,10,9,2016,7
Ashburton,9 Gona Ct,3,h,1710000.0,S,hockingstuart,11.0,3147.0,3.0,1.0,2.0,806.0,101.0,1950.0,Boroondara City Council,-37.8695,145.084,Southern Metropolitan,3052.0,621,10,12,2016,7
Ashburton,45 Yuile St,3,h,1655000.0,S,Jellis,11.0,3147.0,3.0,1.0,3.0,780.0,152.0,1940.0,Boroondara City Council,-37.8599,145.0815,Southern Metropolitan,3052.0,624,10,12,2016,7
Ashburton,47 Yuile St,4,h,1550000.0,VB,Marshall,11.0,3147.0,4.0,2.0,2.0,780.0,180.0,1938.0,Boroondara City Council,-37.86,145.0817,Southern Metropolitan,3052.0,629,12,11,2016,7
Ashburton,6a Glen Rd,3,h,1662000.0,S,Jellis,11.0,3147.0,3.0,2.0,2.0,351.0,228.0,2006.0,Boroondara City Council,-37.8742,145.07,Southern Metropolitan,3052.0,631,14,5,2016,7
Ashburton,18 Glen Rd,3,h,1665000.0,S,Jellis,11.0,3147.0,3.0,2.0,3.0,702.0,145.0,1945.0,Boroondara City Council,-37.8737,145.0695,Southern Metropolitan,3052.0,633,15,10,2016,7
Ashburton,29A Yuile St,5,h,3510000.0,S,Jellis,11.0,3147.0,5.0,5.0,2.0,755.0,444.0,2015.0,Boroondara City Council,-37.8598,145.0796,Southern Metropolitan,3052.0,643,18,3,2017,7
Ashburton,2/17 Ashburn Gr,3,t,900000.0,S,Jellis,11.0,3147.0,3.0,2.0,2.0,153.0,110.0,1990.0,Boroondara City Council,-37.8655,145.0808,Southern Metropolitan,3052.0,647,19,11,2016,7
Ashburton,15 Comas Gr,5,h,2752000.0,S,Jellis,11.0,3147.0,6.0,4.0,2.0,1075.0,390.0,2010.0,Boroondara City Council,-37.8714,145.073,Southern Metropolitan,3052.0,651,22,8,2016,7
Ashburton,3 Mustang Ct,3,h,1500000.0,VB,Jellis,11.0,3147.0,3.0,2.0,2.0,710.0,139.0,1945.0,Boroondara City Council,-37.8653,145.0897,Southern Metropolitan,3052.0,655,22,8,2016,7
Ashburton,63 Dent St,4,h,1800000.0,S,Jellis,11.0,3147.0,4.0,2.0,4.0,749.0,206.0,1950.0,Boroondara City Council,-37.8669,145.077,Southern Metropolitan,3052.0,660,25,2,2017,7
Ashburton,4 Vears Rd,3,h,1830000.0,S,Jellis,11.0,3147.0,3.0,2.0,3.0,724.0,168.0,1940.0,Boroondara City Council,-37.8619,145.0879,Southern Metropolitan,3052.0,664,25,2,2017,7
Ashburton,14 Lucerne St,3,h,1415000.0,S,Buxton,11.0,3147.0,3.0,1.0,1.0,605.0,111.0,1950.0,Boroondara City Council,-37.8703,145.0774,Southern Metropolitan,3052.0,666,27,6,2016,7
Ashburton,5 Pitt St,2,h,1440000.0,PI,Jellis,11.0,3147.0,2.0,1.0,1.0,687.0,104.0,1940.0,Boroondara City Council,-37.872,145.0692,Southern Metropolitan,3052.0,667,27,6,2016,7
Ashburton,1/65 Ashburn Gr,4,t,1250000.0,VB,Noel,11.0,3147.0,4.0,2.0,2.0,321.0,199.0,2007.0,Boroondara City Council,-37.8693,145.08,Southern Metropolitan,3052.0,668,27,11,2016,7
Ashburton,48 Nicholas St,5,h,1600000.0,S,Marshall,11.0,3147.0,5.0,3.0,4.0,700.0,266.0,1950.0,Boroondara City Council,-37.8724,145.0758,Southern Metropolitan,3052.0,670,27,11,2016,7
Ashburton,5 Taylor St,4,h,1860000.0,S,Jellis,11.0,3147.0,4.0,2.0,3.0,696.0,274.0,2000.0,Boroondara City Council,-37.8711,145.0746,Southern Metropolitan,3052.0,671,27,11,2016,7
Ashburton,33 Highgate Gr,4,h,1790000.0,PI,hockingstuart,11.0,3147.0,4.0,2.0,2.0,514.0,240.0,1935.0,Boroondara City Council,-37.8664,145.0772,Southern Metropolitan,3052.0,674,28,5,2016,7
Ashburton,9 Pitt St,4,h,1950000.0,S,Tim,11.0,3147.0,4.0,2.0,2.0,844.0,278.0,1940.0,Boroondara City Council,-37.8715,145.0688,Southern Metropolitan,3052.0,675,28,5,2016,7
Ashburton,19 Poulter St,3,h,1650000.0,S,Marshall,11.0,3147.0,3.0,1.0,1.0,697.0,164.0,1947.0,Boroondara City Council,-37.8636,145.0903,Southern Metropolitan,3052.0,678,28,8,2016,7
Ashwood,1/53 Winbirra Pde,4,h,1200000.0,SP,Purplebricks,12.2,3147.0,4.0,3.0,2.0,372.0,201.0,2016.0,Monash City Council,-37.8716,145.0999,Southern Metropolitan,2894.0,686,4,3,2017,7
Ashwood,18 Montrose St,2,h,1075000.0,VB,Jellis,12.2,3147.0,2.0,1.0,2.0,695.0,114.0,1950.0,Monash City Council,-37.8694,145.0944,Southern Metropolitan,2894.0,687,4,6,2016,7
Ashwood,4 Scenic Dr,4,h,1500000.0,S,Fletchers,12.2,3147.0,2.0,2.0,2.0,621.0,203.0,2000.0,Monash City Council,-37.8647,145.1023,Southern Metropolitan,2894.0,689,6,8,2016,7
Ashwood,1/7 Farmer St,2,t,700000.0,S,hockingstuart,12.2,3147.0,2.0,1.0,2.0,367.0,110.0,1970.0,Monash City Council,-37.8662,145.109,Southern Metropolitan,2894.0,691,7,11,2016,7
Ashwood,1/136 High Street Rd,3,h,761000.0,PI,Fletchers,12.2,3147.0,3.0,2.0,4.0,400.0,94.0,1950.0,Monash City Council,-37.8675,145.106,Southern Metropolitan,2894.0,692,7,11,2016,7
Ashwood,35 Douglas St,3,h,1365000.0,S,Fletchers,12.2,3147.0,3.0,1.0,1.0,792.0,792.0,1950.0,Monash City Council,-37.864,145.0972,Southern Metropolitan,2894.0,695,10,9,2016,7
Ashwood,95 Huntingdale Rd,4,h,1100000.0,VB,Tim,12.2,3147.0,3.0,2.0,2.0,803.0,152.0,1970.0,Monash City Council,-37.8621,145.1126,Southern Metropolitan,2894.0,696,10,12,2016,7
Ashwood,1/7 Murra Ct,2,u,690000.0,S,Ray,12.2,3147.0,2.0,1.0,1.0,216.0,90.0,2003.0,Monash City Council,-37.8711,145.1017,Southern Metropolitan,2894.0,703,14,5,2016,7
